ORF,Gene Name,Molecular Weight (Da),Length (Amino Acids),Protein Abundance (molecules per cell),Protein decay rate (min-1),mRNA Abundance (molecules per cell)
YOR043W,WHI2,55346,486,1510,0.016906,0.8
YOR044W,,18092,157,3593,0.099021,0.8
YOR045W,TOM6,6407,61,41172,0.000891,11.9
YOR046C,DBP5,53873,482,7108,0.009902,3.1
YOR047C,STD1,50260,444,200,0.086643,1
YOR048C,RAT1,115933,1006,523,0.000891,0.9
YOR049C,RSB1,40395,354,0,,1.1
YOR050C,,12358,115,16308,0.000891,0.6
YOR051C,,47351,412,9083,0.000891,1.2
YOR052C,,16734,150,7994,0.00673,2.6
YOR053W,,15256,113,0,,0.4
YOR054C,VHS3,73649,674,424,0.000891,0.5
YOR055W,,15640,144,0,,0.6
YOR056C,NOB1,51742,459,3767,0.002962,1.3
YOR057W,SGT1,44859,395,1123,0.020387,0.5
YOR058C,ASE1,101623,885,467,0.231049,0.5
YOR059C,,51105,450,1018,0.000891,1.5
YOR060C,,29557,257,3220,0.033007,0.8
YOR061W,CKA2,39403,339,3812,0.012836,2.2
YOR062C,,31880,268,1688,0.021661,0.7
YOR063W,RPL3,43757,387,58519,0,37.1
YOR064C,YNG1,25350,219,723,0.000891,0.8
YOR065W,CYT1,34054,309,33482,0.004305,0.9
YOR066W,,68691,629,0,,0.5
YOR067C,ALG8,67384,577,0,,2.1
YOR068C,VAM10,11763,114,0,,0.8
YOR069W,VPS5,76484,675,7301,0.038508,0.6
YOR070C,GYP1,73289,637,173,0.033007,0.5
YOR071C,THI71,67193,598,1368,,0.4
YOR072W,,12140,104,0,,0.1
YOR072W-A,,9565,82,,,
YOR072W-B,,6133,53,,,
YOR073W,SGO1,66706,590,1026,0.063013,0.7
YOR073W-A,,8506,77,,,
YOR074C,CDC21,35047,304,1958,0.000891,0.6
YOR075W,UFE1,40539,346,1892,0.000891,0.5
YOR076C,SKI7,84778,747,195,0.034657,0.4
YOR077W,RTS2,27054,232,3856,0.018241,0.4
YOR078W,BUD21,24385,214,1781,0.008351,2.5
YOR079C,ATX2,34408,313,0,,1
YOR080W,DIA2,86800,746,0,,0.7
YOR081C,TGL5,84715,749,301,0.040773,0.6
YOR082C,,13227,113,0,,0.2
YOR083W,WHI5,32901,295,1214,0.009763,0.1
YOR084W,,43727,387,1973,0.011002,0.5
YOR085W,OST3,39483,350,3386,0.005924,1.5
YOR086C,TCB1,133575,1186,10107,0.00218,1
YOR087W,YVC1,77952,675,1100,0.000891,0.2
YOR089C,VPS21,23081,210,7357,0.000891,2.8
YOR090C,PTC5,63668,572,4614,0.025672,0.5
YOR091W,TMA46,39514,345,3541,0.015403,1.8
YOR092W,ECM3,68014,613,1723,,0.5
YOR093C,,186906,1648,1459,0.000891,0.5
YOR094W,ARF3,20696,183,1041,0.000891,1.3
YOR095C,RKI1,28258,258,4773,0,4.3
YOR096W,RPS7A,21622,190,135634,0,28.9
YOR097C,,19400,175,1006,0.000891,1
YOR098C,NUP1,113581,1076,382,0.033007,0.8
YOR099W,KTR1,46022,393,4604,0.231049,4.7
YOR100C,CRC1,34754,327,898,0.000891,0.4
YOR101W,RAS1,34346,309,1719,0.006539,1.3
YOR102W,,13287,116,0,,0.6
YOR103C,OST2,14697,130,10303,0.000891,3
YOR104W,PIN2,32083,282,837,0.010046,0.9
YOR105W,,12335,108,3084,0.000891,0.6
YOR106W,VAM3,32497,283,348,0.053319,1.5
YOR107W,RGS2,35100,309,1300,0.000891,0.4
YOR108C-A,,7936,69,,,
YOR108W,LEU9,67200,604,24153,0.018241,1.5
YOR109W,INP53,124576,1107,807,0.010193,0.6
YOR110W,TFC7,49146,435,2238,0.021661,0.7
YOR111W,,26477,232,1626,0.016504,0.6
YOR112W,CEX1,84768,761,1146,0.017773,0.6
YOR113W,AZF1,101169,914,467,0.115525,0.3
YOR114W,,34975,294,0,,0.2
YOR115C,TRS33,30749,268,1414,0.000891,1.4
YOR116C,RPO31,162300,1460,6110,0.000891,1.5
YOR117W,RPT5,48255,434,7139,0.000891,2.1
YOR118W,,64294,567,2180,0.00806,0.4
YOR119C,RIO1,56122,484,1700,0.000891,0.9
YOR120W,GCY1,35079,312,4510,,1.3
YOR121C,,12384,101,0,,0.2
YOR122C,PFY1,13677,126,51764,0.000891,15
YOR123C,LEO1,53920,464,1990,0.014146,1.7
YOR124C,UBP2,146353,1272,1145,0.008664,0.9
YOR125C,CAT5,26059,233,0,,1.2
YOR126C,IAH1,27346,238,5554,0.000891,0.4
YOR127W,RGA1,112830,1007,332,0.018734,0.6
YOR128C,ADE2,62339,571,3609,0.000891,2
YOR129C,,102249,893,645,0.028881,0.4
YOR130C,ORT1,31579,292,1158,0.030137,0.8
YOR131C,,24840,218,332,0.030137,1.5
YOR132W,VPS17,63203,551,6196,0.034657,1
YOR133W,EFT1,93288,842,69434,0.004472,20.8
YOR134W,BAG7,46216,409,0,,1
YOR135C,,12545,113,0,,0.4
YOR136W,IDH2,39739,369,25725,0,5.1
YOR137C,SIA1,71845,622,0,,0.2
YOR138C,RUP1,75360,671,4983,0.023105,0.6
YOR139C,,13598,130,0,,0.2
YOR140W,SFL1,83317,766,874,0.030137,0.4
YOR141C,ARP8,100208,881,849,0.003483,0.6
YOR142W,LSC1,35032,329,15423,0.000676,2.1
YOR143C,THI80,36616,319,2792,0.008453,0.8
YOR144C,ELG1,91261,791,2105,,0.6
YOR145C,PNO1,30331,274,0,,2.9
YOR146W,,10735,101,1856,0.000891,0.5
YOR147W,MDM32,72027,622,8738,0.021661,0.5
YOR148C,SPP2,20648,185,632,0.000891,1
YOR149C,SMP3,59900,516,0,,0.5
YOR150W,MRPL23,18463,163,5649,0,2
YOR151C,RPB2,138750,1224,15724,0.000891,2.6
YOR152C,,29693,256,1584,0.010046,0.7
YOR153W,PDR5,170437,1511,18493,0.007788,9.6
YOR154W,,67452,587,1572,0.033007,0.5
YOR155C,ISN1,51329,450,1108,0.013863,0.6
YOR156C,NFI1,81177,726,2664,0.036481,0.2
YOR157C,PUP1,28268,261,9121,0.002729,3.1
YOR158W,PET123,35998,318,1688,0.012836,1
YOR159C,SME1,10375,94,467,0,2.9
YOR160W,MTR10,110744,972,5326,0.010193,0.6
YOR161C,PNS1,60250,539,2381,,0.7
YOR161C-C,,5428,48,,,
YOR161W-A,,3061,26,,,
YOR161W-B,,9893,86,,,
YOR162C,YRR1,92467,810,906,0.000891,0.3
YOR163W,DDP1,21572,188,2892,0,1.8
YOR164C,,36280,312,4492,0.002548,1.9
YOR165W,SEY1,89432,776,1903,0.005134,0.9
YOR166C,,52373,458,0,,0.6
YOR167C,RPS28A,7592,67,79373,0,44.9
YOR168W,GLN4,93132,809,17263,0.027726,2.8
YOR169C,,18711,154,4011,0.000891,1.2
YOR170W,,11577,101,0,,0.1
YOR171C,LCB4,69639,624,2382,0.014748,0.6
YOR172W,YRM1,91083,786,105,0.007534,0.6
YOR173W,DCS2,40940,353,1520,0.000891,0.4
YOR174W,MED4,32205,284,1358,0,1.3
YOR175C,,72227,619,12040,0,3.5
YOR176W,HEM15,44596,393,19068,0.005635,2
YOR177C,MPC54,54358,464,371,,0.1
YOR178C,GAC1,88532,793,0,,0.3
YOR179C,SYC1,20866,188,1202,0.002415,1
YOR180C,DCI1,30058,271,840,,0.2
YOR181W,LAS17,67571,633,7206,0.034657,0.3
YOR182C,RPS30B,7118,63,15560,0,51.1
YOR183W,FYV12,14792,129,0,,0.3
YOR184W,SER1,43415,395,9643,0.000891,2.9
YOR185C,GSP2,24990,220,2062,0.000891,1.7
YOR186C-A,,7456,69,,,
YOR186W,,16179,144,,,
YOR187W,TUF1,47972,437,26037,0.000891,3.7
YOR188W,MSB1,129970,1137,11460,0.016906,0.7
YOR189W,IES4,13092,116,452,0,0.9
YOR190W,SPR1,51809,445,0,,0.3
YOR191W,RIS1,184404,1619,1482,,0.4
YOR192C,THI72,67185,599,0,,0.6
YOR192C-C,,9036,78,,,
YOR193W,PEX27,44131,376,321,0.016504,0.4
YOR194C,TOA1,32201,286,18300,,2.5
YOR195W,SLK19,95380,821,225,0.027726,0.4
YOR196C,LIP5,46247,414,1369,0.010046,1.2
YOR197W,MCA1,47982,432,1180,0.036481,1.1
YOR198C,BFR1,54639,470,28082,0.005415,2.7
YOR199W,,13225,109,2846,,0.8
YOR200W,,14669,132,0,,0.3
YOR201C,MRM1,46387,412,2315,0.027726,0.7
YOR202W,HIS3,23833,220,1761,0.049511,1.8
YOR203W,,14190,117,3914,0.000891,1.1
YOR204W,DED1,65552,604,0,,3.4
YOR205C,,63853,556,787,0.013078,0.6
YOR206W,NOC2,81601,710,24321,0.003094,1.9
YOR207C,RET1,129455,1149,1636,0.027726,1.7
YOR208W,PTP2,85868,750,125,0.231049,0.9
YOR209C,NPT1,49018,429,26941,0.003938,3.5
YOR210W,RPB10,8278,70,4455,0.000891,6.6
YOR211C,MGM1,99177,881,0,,0.6
YOR212W,STE4,46581,423,3910,0.009367,2.7
YOR213C,SAS5,29018,248,1510,0.010193,1.1
YOR214C,,26156,236,,,
YOR215C,,21229,185,2411,0.006931,1.6
YOR216C,RUD3,56068,484,3558,0.086643,0.6
YOR217W,RFC1,94902,861,1979,0.015753,1
YOR218C,,16009,139,0,,0.4
YOR219C,STE13,107199,931,2238,,0.6
YOR220W,,29255,265,812,0.027726,3.4
YOR221C,MCT1,40707,360,1146,0.002153,0.8
YOR222W,ODC2,34007,307,8584,0.000891,2.5
YOR223W,,32935,292,2023,0.031507,0.7
YOR224C,RPB8,16511,146,5215,0,7.9
YOR225W,,12688,109,0,,0.5
YOR226C,ISU2,16930,156,2874,0.02236,1.1
YOR227W,,139456,1246,164,0.231049,0.5
YOR228C,,33989,302,3951,0.000891,1.1
YOR229W,WTM2,51951,467,1850,0.01333,1
YOR230W,WTM1,48382,437,27065,0.01118,6.5
YOR231C-A,,7946,66,,,
YOR231W,MKK1,56720,508,874,0.038508,0.6
YOR232W,MGE1,26066,228,10206,0.000891,3
YOR233W,KIN4,90087,800,120,0.099021,0.5
YOR234C,RPL33B,12168,107,29053,0,31.9
YOR235W,,12390,104,,,
YOR236W,DFR1,24261,211,910,0.019254,1.2
YOR237W,HES1,49505,434,1424,0.027726,0.2
YOR238W,,35210,303,678,0.030137,1.4
YOR239W,ABP140,71485,628,14292,0,1.3
YOR241W,MET7,62151,548,5951,0.007001,1.6
YOR242C,SSP2,43099,371,2524,0.000891,0.3
YOR243C,PUS7,77002,676,13638,0.017329,1.9
YOR244W,ESA1,52612,445,982,0.003332,1
YOR245C,DGA1,47711,418,762,0.016906,1.1
YOR246C,,37484,330,812,0.040773,2.8
YOR247W,SRL1,22048,210,39566,,11.5
YOR248W,,11103,100,24736,0.000891,7.2
YOR249C,APC5,79274,685,217,0.038508,0.3
YOR250C,CLP1,50225,445,0,,0.6
YOR251C,,34219,304,4849,0.002342,1.2
YOR252W,TMA16,20839,178,4492,0.01118,1.3
YOR253W,NAT5,19727,176,1993,0.015753,3.1
YOR254C,SEC63,75344,663,14881,0,3.3
YOR255W,OSW1,32758,278,0,,0.6
YOR256C,TRE2,91995,809,252,0.346574,0.8
YOR257W,CDC31,18751,161,8748,0.000891,2.5
YOR258W,HNT3,25757,217,332,0.013863,0.8
YOR259C,RPT4,49408,437,13420,0.000891,4.3
YOR260W,GCD1,65699,578,5529,0.000666,2.7
YOR261C,RPN8,38312,338,10605,0.00478,3.3
YOR262W,,39724,347,7751,0,1.2
YOR263C,,15236,135,0,,0.3
YOR264W,DSE3,48098,430,4277,0.019254,0.7
YOR265W,RBL2,12379,106,1477,0.023105,3.3
YOR266W,PNT1,48934,423,1225,0.020387,0.7
YOR267C,HRK1,85695,759,252,0.028881,1.9
YOR268C,,15195,132,0,,0.2
YOR269W,PAC1,56900,494,1611,,0.5
YOR270C,VPH1,95528,840,23562,0.015753,7.1
YOR271C,,35414,327,7806,0.02236,2.9
YOR272W,YTM1,51358,460,5599,0.01333,1.2
YOR273C,TPO4,73222,659,17993,0,1.3
YOR274W,MOD5,50236,428,1699,0.057762,0.6
YOR275C,RIM20,75947,661,2420,0.025672,0.5
YOR276W,CAF20,18223,161,118052,0,6.9
YOR277C,,10480,102,0,,2.4
YOR278W,HEM4,30911,275,1146,0.007788,0.5
YOR279C,RFM1,35195,310,723,0.033007,0.4
YOR280C,FSH3,30418,266,1279,0.000891,0.9
YOR281C,PLP2,32793,286,6465,0.003415,1.8
YOR282W,,12155,106,0,,0.3
YOR283W,,26176,230,6971,0.010193,2.9
YOR284W,HUA2,28414,243,1146,0.007146,0.4
YOR285W,,15413,139,6279,0.004951,12
YOR286W,,16697,149,3541,0,3.6
YOR287C,,36125,300,680,0.000891,0.5
YOR288C,MPD1,36408,318,698,0.034657,0.8
YOR289W,,29099,251,1434,0,0.8
YOR290C,SNF2,194050,1703,678,0.000891,1
YOR291W,,166748,1472,227,0.000891,0.7
YOR292C,,36195,309,2064,0.000891,0.6
YOR293C-A,,6124,49,,,
YOR293W,RPS10A,12739,105,97577,0,36.4
YOR294W,RRS1,22963,203,0,,1.2
YOR295W,UAF30,25967,228,537,0.000839,0.4
YOR296W,,147425,1289,252,0.049511,0.4
YOR297C,TIM18,21900,192,3732,0.000891,0.8
YOR298C-A,MBF1,16404,151,31038,0.006539,
YOR298W,MUM3,57236,479,0,,0.6
YOR299W,BUD7,84829,746,3047,0.01118,0.8
YOR300W,,12216,102,0,,0.4
YOR301W,RAX1,50160,435,0,,0.5
YOR302W,,2979,25,5468,0.000891,1.6
YOR303W,CPA1,45361,411,2170,0.027726,3.6
YOR304C-A,,8617,76,551,0.000891,1.4
YOR304W,ISW2,130326,1120,1281,0.043322,0.7
YOR305W,,27966,242,1191,0.027726,1.8
YOR306C,MCH5,57566,521,0,,1.2
YOR307C,SLY41,50902,453,658,0.007702,0.7
YOR308C,SNU66,66429,587,1137,,0.3
YOR309C,,16294,126,0,,6.8
YOR310C,NOP58,56956,511,29116,0.018241,7.5
YOR311C,HSD1,32840,290,658,0.000891,2.1
YOR312C,RPL20B,20437,172,122526,0,24.8
YOR313C,SPS4,38591,338,0,,0.3
YOR314W,,12523,109,1531,0.000891,0.4
YOR314W-A,,4311,36,,,
YOR315W,SFG1,39021,346,3101,,0.9
YOR316C,COT1,48154,439,1740,0.038508,0.6
YOR316C-A,,7832,69,,,
YOR317W,FAA1,77866,700,6279,0,1.7
YOR318C,,11623,101,0,,0.3
YOR319W,HSH49,24503,213,1041,0.007967,0.8
YOR320C,GNT1,57577,491,200,0.231049,1.7
YOR321W,PMT3,86322,753,2286,0.077016,0.6
YOR322C,LDB19,89825,818,247,0.000891,0.6
YOR323C,PRO2,49740,456,3808,0.006539,2.2
YOR324C,FRT1,67293,602,397,0.077016,0.4
YOR325W,,16877,157,0,,0.4
YOR326W,MYO2,180679,1574,2171,0.004126,1.3
YOR327C,SNC2,12957,115,252,0.069315,8.3
YOR328W,PDR10,176459,1564,1739,0.000891,0.7
YOR329C,SCD5,97305,872,1941,0.053319,0.5
YOR329W-A,,8599,69,,,
YOR330C,MIP1,143501,1254,1167,0.040773,0.5
YOR331C,,20500,185,0,,1.6
YOR332W,VMA4,26471,233,13553,0.069315,8.6
YOR333C,,16207,138,0,,0.3
YOR334W,MRS2,54202,470,645,0.000891,0.5
YOR335C,ALA1,107276,958,18525,0.006418,2.8
YOR335W-A,,3325,26,,,
YOR336W,KRE5,156476,1365,685,0.099021,1.1
YOR337W,TEA1,86832,759,1099,0.173287,0.4
YOR338W,,42109,363,0,,0.8
YOR339C,UBC11,17753,156,10754,0.000891,0.3
YOR340C,RPA43,36224,326,3421,0,1.9
YOR341W,RPA190,186430,1664,2382,0.025672,1.4
YOR342C,,36907,319,1146,0.04621,1.4
YOR343C,,12176,108,0,,0.6
YOR344C,TYE7,32689,291,408,0.000891,2
YOR345C,,12868,116,0,,0.7
YOR346W,REV1,112226,985,438,0.000891,0.7
YOR347C,PYK2,55195,506,1791,0.0015,0.6
YOR348C,PUT4,68787,627,0,,0.1
YOR349W,CIN1,116647,1014,1885,0.043322,0.5
YOR350C,MNE1,77229,663,2381,0.02236,0.3
YOR351C,MEK1,56849,497,,,
YOR352W,,39274,343,2947,0.038508,0.8
YOR353C,SOG2,87325,791,749,0.012836,0.5
YOR354C,MSC6,79947,692,3234,0.008664,0.7
YOR355W,GDS1,57048,522,1913,0.138629,1.4
YOR356W,,69633,631,2792,0.028881,1.1
YOR357C,SNX3,18770,162,4620,,1.3
YOR358W,HAP5,27675,242,378,0,0.8
YOR359W,VTS1,57556,523,2687,0.031507,0.7
YOR360C,PDE2,60999,526,5470,0.015403,1.2
YOR361C,PRT1,88129,763,39933,0.013591,2.4
YOR362C,PRE10,31536,288,10046,0.013078,5.2
YOR363C,PIP2,114709,996,1560,,0.5
YOR364W,,14772,122,0,,0.1
YOR365C,,80284,703,0,,0.7
YOR366W,,13097,117,0,,0.2
YOR367W,SCP1,22748,200,1325,0.000533,1.4
YOR368W,RAD17,45579,401,159,0.000891,0.7
YOR369C,RPS12,15472,143,127890,0,39
YOR370C,MRS6,67373,603,20023,0.011951,1.8
YOR371C,GPB1,100939,897,1380,0.024755,0.5
YOR372C,NDD1,60522,554,672,0.115525,1
YOR373W,NUD1,94103,851,1533,0.021661,0.7
YOR374W,ALD4,56723,519,18654,0.016906,1.6
YOR375C,GDH1,49570,454,52842,0.000891,4.4
YOR376W,,13800,122,,,
YOR376W-A,,6214,51,,,
YOR377W,ATF1,61036,525,1668,0.00673,1.3
YOR378W,,56110,515,0,,0.2
YOR379C,,13282,112,0,,0.5
YOR380W,RDR1,61287,546,672,0.000891,0.4
YOR381W,FRE3,80589,711,0,,0.3
YOR381W-A,,6701,55,,,
YOR382W,FIT2,15302,153,0,,3
YOR383C,FIT3,19836,204,0,,4.6
YOR384W,FRE5,80292,694,3645,0.000891,0.2
YOR385W,,34063,290,423,0.012603,1.7
YOR386W,PHR1,66273,565,381,0.024755,0.3
YOR387C,,22140,206,0,,0.2
YOR388C,FDH1,41714,376,0,,0.2
YOR389W,,70220,624,0,,0.4
YOR390W,,41985,375,0,,0.5
YOR391C,HSP33,25926,237,0,,0.4
YOR392W,,16944,147,0,,0.2
YOR393W,ERR1,47327,437,0,,0.8
YOR394C-A,,6311,55,,,
YOR394W,,17714,164,0,,1.6
YOR396C-A,,18568,160,,,
YOR396W,YRF1-8,203779,1796,,,
YPL001W,HAT1,43872,374,3444,0.000891,1
YPL002C,SNF8,26954,233,874,0.00722,1.1
YPL003W,ULA1,52852,462,0,,0.5
YPL004C,LSP1,38071,341,87768,0.001782,4.6
YPL005W,AEP3,70309,606,1477,0.063013,0.2
YPL006W,NCR1,132644,1170,438,0.008252,0.6
YPL007C,TFC8,67683,588,1735,0.015753,0.5
YPL008W,CHL1,98805,861,83,0.010345,0.5
YPL009C,,119068,1038,6740,0.000891,1.1
YPL010W,RET3,21687,189,18378,0.000891,5.3
YPL011C,TAF3,40296,353,2774,0.017329,1
YPL012W,RRP12,137507,1228,4741,0.000891,1.5
YPL013C,MRPS16,13639,121,9149,,2.7
YPL014W,,42477,381,3054,0.063013,0.9
YPL015C,HST2,39979,357,4418,0.021004,0.9
YPL016W,SWI1,147937,1314,78,0.115525,0.6
YPL017C,,54156,499,3330,0.023902,0.1
YPL018W,CTF19,42782,369,2111,0,0.3
YPL019C,VTC3,96553,835,2209,0.040773,1.5
YPL020C,ULP1,72377,621,317,0.033007,1
YPL021W,ECM23,20613,187,3114,0.000891,0.4
YPL022W,RAD1,126369,1100,704,0.010345,0.6
YPL023C,MET12,73941,657,0,,0.8
YPL024W,RMI1,26859,241,1259,0.000891,1
YPL025C,,20609,185,,,
YPL026C,SKS1,57843,502,2363,0.000789,0.9
YPL027W,SMA1,28399,245,0,,0.3
YPL028W,ERG10,41728,398,30380,0.005924,10
YPL029W,SUV3,84324,737,1214,0.015753,0.3
YPL030W,,64855,567,4601,0.043322,0.8
YPL031C,PHO85,34906,305,5176,0.003194,1.9
YPL032C,SVL3,92143,825,1832,0.028881,1.9
YPL033C,,31925,281,,,
YPL034W,,18904,165,3801,0,1.1
YPL035C,,13375,115,0,,0.4
YPL036W,PMA2,102171,947,18798,0.000891,1
YPL037C,EGD1,17020,157,28578,0,22.9
YPL038W,MET31,19557,177,438,0.007296,1.3
YPL038W-A,,7679,63,,,
YPL039W,,36115,316,0,,0.9
YPL040C,ISM1,115793,1002,1065,0,0.5
YPL041C,,24166,207,0,,0.5
YPL042C,SSN3,62847,555,6181,0.000891,0.7
YPL043W,NOP4,77825,685,2271,0.031507,1.4
YPL044C,,19682,182,0,,1
YPL045W,VPS16,92740,798,2516,0.023105,0.3
YPL046C,ELC1,11328,99,452,0.138629,0.9
YPL047W,SGF11,11285,99,565,0.033007,0.7
YPL048W,CAM1,47087,415,36185,0.015403,4
YPL049C,DIG1,49356,452,1225,0.02666,1.1
YPL050C,MNN9,45954,395,7420,0.099021,2.2
YPL051W,ARL3,22782,198,1615,0.009627,1.4
YPL052W,OAZ1,34045,292,2150,0.009495,0.6
YPL053C,KTR6,52128,446,3680,0.025672,2.4
YPL054W,LEE1,33596,301,0,,0.2
YPL055C,LGE1,37309,332,1730,0.04621,0.9
YPL056C,,11331,101,0,,0.5
YPL057C,SUR1,44808,382,5028,0.021004,1.5
YPL058C,PDR12,171064,1511,632,0,0.7
YPL059W,GRX5,16931,150,5254,0.007374,1.7
YPL060W,LPE10,47082,413,332,0.023902,0.3
YPL061W,ALD6,54414,500,118151,0.006027,5.2
YPL062W,,14903,134,7595,0.000891,
YPL063W,TIM50,55098,476,2700,0.017773,1
YPL064C,CWC27,35026,301,1983,0.004007,0.9
YPL065W,VPS28,27702,242,1191,0.002676,0.8
YPL066W,,54893,479,332,0.034657,0.9
YPL067C,,22776,198,1236,0.015403,0.7
YPL068C,,33098,293,844,0.021004,0.4
YPL069C,BTS1,38651,335,2382,0.007296,0.5
YPL070W,MUK1,69538,612,6108,0.000891,0.8
YPL071C,,18435,156,3222,,0.9
YPL072W,UBP16,56920,499,378,0.013078,0.3
YPL073C,,18046,161,0,,0.7
YPL074W,YTA6,85299,754,258,0.017329,0.8
YPL075W,GCR1,87728,785,217,0.019254,0.7
YPL076W,GPI2,32577,280,1772,,0.5
YPL077C,,27469,240,0,,0.4
YPL078C,ATP4,26925,244,10819,0.000891,5.1
YPL079W,RPL21B,18274,160,55813,0,79.7
YPL080C,,12464,108,0,,0.3
YPL081W,RPS9A,22443,197,89055,0,3.7
YPL082C,MOT1,209975,1867,4339,0.011552,0.5
YPL083C,SEN54,54648,467,446,0.027726,0.4
YPL084W,BRO1,97275,844,8578,0.025672,0.5
YPL085W,SEC16,241694,2195,2278,0.000891,0.9
YPL086C,ELP3,63657,557,3999,0.021661,1.8
YPL087W,YDC1,37231,317,10039,0.000891,2.9
YPL088W,,39682,342,4211,0.000891,3.6
YPL089C,RLM1,73483,676,620,0.021661,1.2
YPL090C,RPS6A,26996,236,88862,0,22.7
YPL091W,GLR1,53441,483,4546,0.019804,2.7
YPL092W,SSU1,52545,458,0,,1.6
YPL093W,NOG1,74409,647,12574,0.024755,2.2
YPL094C,SEC62,31346,274,13842,0.004415,5.2
YPL095C,EEB1,51723,456,481,0.000891,1.2
YPL096C-A,ERI1,8039,68,,,
YPL096W,PNG1,42485,363,4070,0.006418,0.9
YPL097W,MSY1,55287,492,637,0.021004,0.6
YPL098C,MGR2,12252,113,0,,3.2
YPL099C,,21842,182,0,,0.5
YPL100W,ATG21,55188,496,5060,0.012378,0.8
YPL101W,ELP4,51155,456,301,0.009242,0.8
YPL102C,,11657,100,0,,0.5
YPL103C,,54367,468,149,0.049511,0.7
YPL104W,MSD1,75460,658,1303,0.010664,0.7
YPL105C,,94356,849,1592,0.115525,1.2
YPL106C,SSE1,77366,693,51872,0.006863,5.6
YPL107W,,28569,248,1761,0.009367,0.6
YPL108W,,19819,168,1533,0.000891,0.4
YPL109C,,76176,657,2072,0.006301,0.2
YPL110C,GDE1,138013,1223,2992,0,0.4
YPL111W,CAR1,35662,333,35934,0.010046,1.3
YPL112C,PEX25,44910,394,2033,0.003851,1
YPL113C,,45013,396,791,0.000891,0.4
YPL114W,,15114,139,0,,0.3
YPL115C,BEM3,124912,1128,4626,0.011552,0.7
YPL116W,HOS3,79200,697,3715,0,0.4
YPL117C,IDI1,33351,288,11748,0.005097,2.4
YPL118W,MRP51,39445,344,551,0.043322,1.3
YPL119C,DBP1,67917,617,1247,0.038508,0.3
YPL119C-A,,10112,87,,,
YPL120W,VPS30,63260,557,2092,0.028881,0.6
YPL121C,MEI5,26461,222,,,
YPL122C,TFB2,58534,513,4798,0.015068,0.9
YPL123C,RNY1,50171,434,423,0.000891,0.8
YPL124W,SPC29,29280,253,1168,0.000891,0.3
YPL125W,KAP120,119621,1032,5293,0.003239,1
YPL126W,NAN1,101236,896,5510,0.012603,0.7
YPL127C,HHO1,27803,258,3859,0.019804,2.2
YPL128C,TBF1,62823,562,5359,0.015068,0.7
YPL129W,TAF14,27440,244,13509,0.002762,2.7
YPL130W,SPO19,24988,223,4855,0.000891,0.7
YPL131W,RPL5,33714,297,227613,0,43.3
YPL132W,COX11,34044,300,0,,0.7
YPL133C,RDS2,50081,446,672,0.057762,0.5
YPL134C,ODC1,34206,310,2382,0.00383,0.9
YPL135C-A,,5998,57,,,
YPL135W,ISU1,17895,165,9083,0.027726,3
YPL136W,,12929,122,0,,0.4
YPL137C,GIP3,140889,1276,551,0.000891,0.4
YPL138C,SPP1,41468,353,1413,0.017329,0.8
YPL139C,UME1,51021,460,2552,0,1
YPL140C,MKK2,56757,506,4095,0.023902,0.4
YPL141C,,97692,865,2876,0.000891,0.4
YPL142C,,11424,105,12609,0.000891,3.7
YPL143W,RPL33A,12154,107,90216,0,50.2
YPL144W,,16573,148,1852,0,1.6
YPL145C,KES1,49492,434,15705,0.000891,1.7
YPL146C,NOP53,52555,455,1347,0.021004,1
YPL147W,PXA1,100024,870,1084,0,0.3
YPL148C,PPT2,19973,173,408,0,0.4
YPL149W,ATG5,33560,294,509,0,2.1
YPL150W,,100645,901,1241,,0.4
YPL151C,PRP46,50700,451,14455,0.00559,0.6
YPL152W,RRD2,41452,358,1774,0,0.3
YPL152W-A,,3838,32,,,
YPL153C,RAD53,91962,821,5794,0.346574,0.5
YPL154C,PEP4,44499,405,21372,0,6.2
YPL155C,KIP2,78377,706,3553,0,0.3
YPL156C,PRM4,32012,284,0,,0.8
YPL157W,TGS1,36527,315,2284,0.000891,0.7
YPL158C,,84845,758,200,0.346574,0.5
YPL159C,PET20,29102,253,0,,0.6
YPL160W,CDC60,124140,1090,72269,0.008557,2.6
YPL161C,BEM4,70992,633,5313,0.017773,0.3
YPL162C,,31346,273,1214,0.346574,0.4
YPL163C,SVS1,27611,260,578,0.000891,1.9
YPL164C,MLH3,82000,715,0,,0.3
YPL165C,SET6,43750,373,0,,0.3
YPL166W,ATG29,24708,213,632,0.014441,0.2
YPL167C,REV3,172956,1504,2490,0.000891,0.4
YPL168W,,48827,430,662,0.006478,0.7
YPL169C,MEX67,67351,599,2377,0.016906,1.3
YPL170W,DAP1,16757,152,5293,0,2.6
YPL171C,OYE3,44920,400,0,,0.3
YPL172C,COX10,52147,462,2212,0.000891,0.6
YPL173W,MRPL40,33751,297,0,,1
YPL174C,NIP100,100289,868,200,0.069315,0.3
YPL175W,SPT14,51242,452,881,0.000891,0.6
YPL176C,TRE1,88755,783,332,0.231049,1
YPL177C,CUP9,34653,306,438,0.025672,1.5
YPL178W,CBC2,23774,208,5206,0.007967,1.8
YPL179W,PPQ1,61420,549,268,0.000891,1.2
YPL180W,TCO89,88844,799,204,0.000891,0.6
YPL181W,CTI6,57052,506,1336,0.023902,0.6
YPL182C,,13208,127,0,,0.9
